CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8306","ACCT 201","1","Prin of Account I: Financial","3","","Lec","MWF","0800-0850","LUTR 264","Lingenfelter, G ","0","Closed",
"8307","ACCT 201","2","Prin of Account I: Financial","3","","Lec","MWF","0900-0950","LUTR 264","Lingenfelter, G ","1","Open",
"8308","ACCT 201","3","Prin of Account I: Financial","3","","Lec","MW","1600-1715","LUTR 372","Frucot, V G.","3","Open",
"8310","ACCT 202","1","Prin of Account II: Managerial","3","","Lec","TR","0800-0915","LUTR 347","Caldwell, J T.","0","Closed",
"8311","ACCT 202","2","Prin of Account II: Managerial","3","","Lec","TR","0930-1045","LUTR 347","Caldwell, J T.","0","Closed",
"8312","ACCT 202","3","Prin of Account II: Managerial","3","","Lec","MWF","1000-1050","LUTR 139","Brooks, A","0","Closed",
"8313","ACCT 202","4","Prin of Account II: Managerial","3","","Lec","MW","1600-1715","LUTR 269","Adut, D","1","Open",
"8314","ACCT 202","5","Prin of Account II: Managerial","3","","Lec","TR","0800-0915","LUTR 137","Call, J E.","2","Open",
"8315","ACCT 202","6","Prin of Account II: Managerial","3","","Lec","MWF","0900-0950","LUTR 139","Brooks, A","0","Closed",
"8316","ACCT 202","7","Prin of Account II: Managerial","3","","Lec","MWF","1300-1350","LUTR 242","Brooks, A","0","Closed",
"8317","ACCT 202","8","Prin of Account II: Managerial","3","","Lec","MWF","1400-1450","LUTR 264","Brooks, A","0","Closed",
"8318","ACCT 202","9","Prin of Account II: Managerial","3","","Lec","MW","1800-1915","LUTR 269","Lindquist, A","0","Closed",
"8309","ACCT 301","1","Intermediate Accounting I","3","","Lec","MW","1930-2045","LUTR 372","Frucot, V G.","4","Open",
"8319","ACCT 302","1","Intermediate Accounting II","3","","Lec","TR","1500-1615","LUTR 105","Adut, D ","3","Open",
"8320","ACCT 302","2","Intermediate Accounting II","3","","Lec","TR","1330-1445","LUTR 105","Adut, D ","0","Closed",
"8321","ACCT 303","1","Cost/Managerial Accounting","3","","Lec","TR","0800-0915","LUTR 139","Morris, J","7","Open",
"8322","ACCT 303","2","Cost/Managerial Accounting","3","","Lec","TR","1100-1215","TRIB 208","Morris, J","2","Open",
"9224","ACCT 395","1","Sp Tpc:Prof/Legal Responsibili","3","","Lec","TR","1330-1445","LUTR 131","Cohen, R ","9","Open",
"8323","ACCT 401","1","Taxation","3","","Lec","MW","1800-1915","LUTR 347","Morris, J W.","1","Open",
"8324","ACCT 402","1","Advanced Taxation","3","","Lec","MW","1600-1715","LUTR 347","Morris, J","0","Closed",
"8325","ACCT 404","1","Volunteer Income Tax Assist","1","","Int","","","ARR ","Lingenfelter, G","0","Closed",
"8326","ACCT 405","W1","WI: Auditing","3","  WI","Lec","MWF","1100-1150","LUTR 264","Lingenfelter, G","1","Open",
"8327","ACCT 451","1","Govt &amp; Nonprof Acctng &amp; Topics","3","","Lec","MW","1800-1915","LUTR 372","Frucot, V G.","5","Open",
"8328","ACCT 480","1","Internship in Accounting","3","","Int","","","ARR ","Lingenfelter, G ","0","Closed",
"9421","ACCT 480","2","Internship in Accounting","3","","Int","","","ARR ","Morris, J W.","0","Closed",
"8995","AMST 100","2","The American Experiment","3","  AIWT","Lec","TR","1330-1445","MCM 260","Mathie, M","0","Closed",
"8996","AMST 100","3","The American Experiment","3","  AIWT","Lec","TR","1500-1615","MCM 260","Mathie, M","0","Closed",
"8997","AMST 100","4","The American Experiment","3","  AIWT","Lec","MW","1800-1915","MCM 160","Kundmueller, M D.","0","Closed",
"8998","AMST 100","5","The American Experiment","3","  AIWT","Lec","TR","1100-1215","MCM 101","Mathie, M E.","0","Closed",
"9004","AMST 100","6","The American Experiment","3","  AIWT","Lec","MWF","1400-1450","FORBES 2070A","Kundmueller, M","0","Closed",
"9005","AMST 100","7","The American Experiment","3","  AIWT","Lec","MWF","1300-1350","FORBES 2070E","Kundmueller, M M.","3","Open",
"8999","AMST 200","1","Evolution-American Experiment","3","  AIII  ","Lec","MWF","0900-0950","MCM 357","Busch, E R","1","Open",
"9000","AMST 200","2","Evolution-American Experiment","3","  AIII  ","Lec","MWF","1100-1150","MCM 216","Busch, E R","0","Closed",
"9001","AMST 300","1","The American Exp: Global Infl","3","  AIGM","Lec","M","1800-2100","LUTR 170","Mathie, M E.","0","Closed",
"9002","AMST 330","1","Treason in America","3","","Lec","TR","1330-1445","FORBES 2070D","White, J","0","Closed",
"9448","AMST 399","1","Ind St:Writing Confed History","1 - 3","","Ind","","","ARR ","White, J W.","0","Closed",
"9003","AMST 490","W1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","MW","1930-2045","FORBES 2070E","Kundmueller, M","0","Closed",
"8082","ANTH 200","1","Human Adaptation","3","  AINW","Lec","MW","1800-1915","LUTR 121","Timmer, A","4","Open",
"9354","ANTH 200","2","Human Adaptation","3","  AINW","Lec","MWF","1000-1050","LUTR 167","Timmer, A D.","0","Closed",
"8083","ANTH 203","1","Cultural Anthropology","3","AIII","Lec","MW","1800-1915","MCM 262","Loy, C","0","Closed",
"8084","ANTH 203","2","Cultural Anthropology","3","AIII","Lec","MW","1600-1715","MCM 262","Loy, C","0","Closed",
"9351","ANTH 203","3","Cultural Anthropology","3","AIII","Lec","TR","1800-1915","LUTR 242","Loy, C D.","9","Open",
"8085","ANTH 309","1","The Refugee Experience","3","  AIGM","Lec","TR","0930-1045","LUTR 167","Gustafsson, M Lan","0","Closed",
"9185","ANTH 309","2","The Refugee Experience","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Gustafsson, M Lan","0","Closed",
"8086","ANTH 365","1","Case Study:Japanese Pop Cultur","3","","Lec","TR","1630-1745","LUTR 242","Loy, C","1","Open",
"8089","ANTH 388","2","Field Research in ANTH/GEOG","3","","Lec","MWF","1100-1150","LUTR 167","Timmer, A","3","Open",
"8090","ANTH 491","1","Practicum in Anthropology","3","","Pra","","","ARR ","Timmer, A D.; Loy, C D.","0","Closed",
"9046","ARAB 102","1","Beginning Arabic II","3","","Lec","MWF","1000-1050","MCM 357","Obeid, D","2","Open",
"9047","ARAB 102","2","Beginning Arabic II","3","","Lec","MWF","1200-1250","MCM 364","Obeid, D","5","Open",
"9048","ARAB 202","1","Intermediate Arabic II","3","  LLF","Lec","MWF","1300-1350","MCM 364","Obeid, D","10","Open",
"9225","BCHM 395","1","Sp Tpc: Survey of Biochemistry","3","","Lec","MWF","1100-1150","FORBES 1022","Lasseter, B F.","0","Closed",
"8846","BCHM 415","1","Biochemistry II","3","","Lec","MWF","1000-1050","FERG 221","Cole, K E.","0","Closed",
"8847","BCHM 415L","1","Biochemistry II Lab","1","","Lab","W","1300-1650","FORBES 1015","Lasseter, B","4","Open",
"8848","BIOL 108","1","General Biology II","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Shaffer, J","0","Closed",
"8893","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, J","0","Closed",
"8902","BIOL 109L","10","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, A","8","Open",
"8894","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, J","1","Open",
"8895","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, J","0","Closed",
"8896","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, J","0","Closed",
"8897","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Sweet, K","1","Open",
"8898","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Sweet, K","11","Open",
"8899","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","W","1800-1950","FORBES 1027","Deschenes, M","0","Closed",
"8900","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, A","0","Closed",
"8849","BIOL 113","1","Topics in Medicine and Health","3","  AINW","Lec","MWF","1100-1150","LUTR 121","Tombolato-Terzic, D C.","0","Closed",
"8850","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","FORBES 1022","Atkinson, R","0","Closed",
"8851","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 2015","Mitrano, D","3","Open",
"8852","BIOL 211","2","Principles of Biology I","3","","Lec","MWF","1000-1050","FORBES 2015","Brown, G","0","Closed",
"8853","BIOL 211","3","Principles of Biology I","3","","Lec","MWF","0900-0950","FORBES 2015","Mitrano, D","0","Closed",
"9370","BIOL 211","4","Principles of Biology I","3","","Lec","MWF","0900-0950","MCM 101","Brown, G Day","1","Open",
"8903","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Tombolato-Terzic, D C.","0","Closed",
"8904","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","Dorsey, B","0","Closed",
"8905","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Aguilar, L","0","Closed",
"8906","BIOL 211L","4","Principles of Biology I Lab","1","","Lab","W","1300-1650","FORBES 1009","Guidicelli-Gadea, L","0","Closed",
"8907","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Aguilar, L B.","0","Closed",
"8908","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Guidicelli-Gadea, L","0","Closed",
"9371","BIOL 211L","7","Principles of Biology I Lab","1","","Lab","R","1330-1720","FORBES 1009","Guidicelli-Gadea, L ","2","Open",
"9415","BIOL 211L","8","Principles of Biology I Lab","1","","Lab","R","0800-1150","FORBES 1009","Harris, S M.","14","Open",
"8854","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070C","Collar, D","3","Open",
"8855","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2015","Harwell, H","1","Open",
"8856","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2015","Collar, D","10","Open",
"8909","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Haymond, S","1","Open",
"8911","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Haymond, S","1","Open",
"8912","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Jaworski, K","3","Open",
"8913","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","W","1000-1350","FORBES 1027","Jaworski, K","8","Open",
"8914","BIOL 212L","6","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1027","Jaworski, K","6","Open",
"8858","BIOL 213","1A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2015","Collar, D; Steven, J","1","Open",
"8860","BIOL 213","2B","Principles in Biology III","3","","Lec","MWF","1100-1150","MCM 164","Steven, J; Collar, D","0","Closed",
"9390","BIOL 213","3B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2074","Collar, D C.; Steven, J ","0","Closed",
"8917","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","R","0900-1250","FORBES 1033","Tweed, M; Deschenes, M; Meyer, M","0","Closed",
"8918","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1033","Tweed, M; Deschenes, M; Meyer, M","2","Open",
"8919","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","0900-1250","FORBES 1039","Deschenes, M; Meyer, M; Tweed, M","0","Closed",
"8920","BIOL 213L","4B","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1039","Deschenes, M; Meyer, M; Tweed, M","1","Open",
"9391","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1033","Deschenes, M; Meyer, M; Tweed, M","11","Open",
"8862","BIOL 308","1","Plant Biology","4","","Lec","TR","0930-1045","FORBES 2051","Ruane, L","0","Closed",
"8923","BIOL 308L","1","Plant Biology Laboratory","0","","Lab","T","1330-1720","FORBES 1033","Ruane, L","0","Closed",
"8863","BIOL 312","1","Invertebrate Zoology","4","","Lec","TR","1100-1215","FORBES 2043","Harwell, H","0","Closed",
"8924","BIOL 312L","1","Invertebrate Zoology Lab","0","","Lab","T","1330-1720","FORBES 1039","Harwell, H","0","Closed",
"8864","BIOL 313","1","Genetics","3","","Lec","MWF","0800-0850","LUTR 121","Webb, L","0","Closed",
"8866","BIOL 315","2","Human Anatomy/Physiology II","3","","Lec","TR","0930-1045","FORBES 2070E","Grau, H","13","Open",
"8867","BIOL 315","3","Human Anatomy/Physiology II","3","","Lec","TR","1100-1215","FORBES 1022","Knight, W D.","0","Closed",
"8925","BIOL 315L","1","Human Anatmy/Physiology II Lab","1","","Lab","T","1800-2150","FORBES 2056","Knight, W D.","2","Open",
"8926","BIOL 315L","2","Human Anatmy/Physiology II Lab","1","","Lab","T","1330-1720","FORBES 2056","Grau, H","14","Open",
"8927","BIOL 315L","3","Human Anatmy/Physiology II Lab","1","","Lab","W","1300-1650","FORBES 2056","Knight, W","0","Closed",
"8928","BIOL 315L","4","Human Anatmy/Physiology II Lab","1","","Lab","R","1330-1720","FORBES 2056","Knight, W","0","Closed",
"8929","BIOL 315L","5","Human Anatmy/Physiology II Lab","1","","Lab","R","1800-2150","FORBES 2056","Knight, W","0","Closed",
"8868","BIOL 326","1","Genomics, Proteomics &amp; Bioinfo","3","","Lec","MWF","1400-1450","LUTR 109","Tombolato-Terzic, D C.","1","Open",
"8869","BIOL 328","1","Island Biology &amp; Exp. Design","3","","Lec","R","1330-1520","FORBES 1033","Ruane, L G.","0","Closed",
"8870","BIOL 391","W1","WI: Junior Seminar","1","  WI","Lec","M","1700-1750","FORBES 2012","Meyer, M","0","Closed",
"8871","BIOL 391","W2","WI: Junior Seminar","1","  WI","Lec","T","1800-1850","FORBES 2043","Roquemore, J","0","Closed",
"8872","BIOL 391","W3","WI: Junior Seminar","1","  WI","Lec","W","1700-1750","FORBES 2012","McKenzie, V","0","Closed",
"8873","BIOL 391","W4","WI: Junior Seminar","1","  WI","Lec","W","1700-1750","FORBES 2015","Loftis, J","0","Closed",
"8874","BIOL 391","W5","WI: Junior Seminar","1","  WI","Lec","W","1800-1850","FORBES 2015","Loftis, J","0","Closed",
"8875","BIOL 391","W6","WI: Junior Seminar","1","  WI","Lec","W","1800-1850","FORBES 2012","McKenzie, V","0","Closed",
"8876","BIOL 391","W7","WI: Junior Seminar","1","  WI","Lec","T","1700-1750","FORBES 2043","Roquemore, J","0","Closed",
"8878","BIOL 395","2","Sp Tpc:Exp Design &amp; Analysis","4","","Lec","MWF","1000-1050","FORBES 3014","Steven, J","3","Open",
"8877","BIOL 395","W1","Sp Tpc:Evolutionary Biology","3","","Lec","MWF","1000-1050","FORBES 2051","Thompson, J","0","Closed",
"8930","BIOL 395L","1","SP TPC:Exp Design/Analysis Lab","0","","Lab","R","1330-1720","FORBES 1039","Steven, J","3","Open",
"8879","BIOL 412","1","Fndmntl Molecular Biology","4","","Lec","TR","1100-1215","FORBES 1027","Meighan, C","0","Closed",
"8931","BIOL 412L","1","Fndmntl Molecular Biology Lab","0","","Lab","M","1300-1650","FORBES 1015","Meighan, C","0","Closed",
"8880","BIOL 418","1","Animal Behavior","3","","Lec","MWF","1000-1050","FORBES 2043","Sherwin, R","0","Closed",
"8881","BIOL 425","1","Ornithology","3","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, R","0","Closed",
"8932","BIOL 425L","1","Ornithology Lab","1","","Lab","W","1300-1650","FORBES 2043","Sherwin, R","0","Closed",
"8882","BIOL 430","1","Biogeography","3","","Lec","MWF","0900-0950","FORBES 2043","Meyer, M","0","Closed",
"8883","BIOL 435","1","Environmental Appl GIS","4","","Lec","T","1800-2050","FORBES 2051","Whiting, G","0","Closed",
"8933","BIOL 435L","1","Environmental Appl of GIS Lab","0","","Lab","S","0800-1145","FORBES 2051","Whiting, G","0","Closed",
"8884","BIOL 440","1","Herpetology","4","","Lec","MWF","1200-1250","FORBES 2043","Lattanzio, M","1","Open",
"8934","BIOL 440L","1","Herpetology Laboratory","0","","Lab","F","1300-1650","FORBES 2043","Lattanzio, M","1","Open",
"8886","BIOL 491","W1","WI: Senior Seminar","1","  WI","Lec","T","1700-1750","FORBES 2012","Dorsey, B","0","Closed",
"8887","BIOL 491","W2","WI: Senior Seminar","1","  WI","Lec","T","1800-1850","FORBES 2012","Dorsey, B","0","Closed",
"8888","BIOL 491","W3","WI: Senior Seminar","1","  WI","Lec","W","1800-1850","FORBES 2058","Lasseter, B","0","Closed",
"8889","BIOL 491","W4","WI: Senior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2058","Grau, H","0","Closed",
"8890","BIOL 491","W5","WI: Senior Seminar","1","  WI","Lec","T","1000-1050","LUTR 111","Tombolato-Terzic, D","0","Closed",
"8891","BIOL 491","W6","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2012","Harris, S","0","Closed",
"9346","BIOL 492","1","Ind St: Biogenic Development","1 - 4","","Ind","","","ARR ","Burke, R","0","Closed",
"9456","BIOL 492","10","Ind St: Advanced GIS","1 - 4","","Ind","","","ARR ","Whiting, G J.","0","Closed",
"9480","BIOL 492","11","Ind St:Oyster Shell String Sur","1 - 4","","Ind","","","ARR ","Burke, R","0","Closed",
"9361","BIOL 492","2","Ind St: Seed Dormancy in Fly P","1 - 4","","Ind","","","ARR ","Steven, J","0","Closed",
"9365","BIOL 492","3","Ind St:Behavioral Eco of Bats","1 - 4","","Ind","","","ARR ","Sherwin, R","0","Closed",
"9360","BIOL 492","4","Ind St:Thermal Imaging Birds","1 - 4","","Ind","","","ARR ","Sherwin, R","0","Closed",
"9367","BIOL 492","5","Ind St: Ina-1 Signaling","1 - 4","","Ind","","","ARR ","Meighan, C","0","Closed",
"9434","BIOL 492","6","Ind St:Methelyne Blue on Alzhe","1 - 4","","Ind","","","ARR ","Webb, L S","0","Closed",
"9436","BIOL 492","7","Ind St:vPAG and RLi on Brain","1 - 4","","Ind","","","ARR ","Mitrano, D A.","0","Closed",
"9437","BIOL 492","8","Ind St: Plant Taxonomy","1 - 4","","Ind","","","ARR ","Harwell, H D.","0","Closed",
"9443","BIOL 492","9","Ind St:Oyster Migration Reef","1 - 4","","Ind","","","ARR ","Burke, R Paul","0","Closed",
"8892","BIOL 495","1","SP TPC:Community Ecology","4","","Lec","TR","0930-1045","FORBES 3012","Lattanzio, M","8","Open",
"9216","BIOL 495","2","Sp Tpc: Marine Ecology","4","","Lec","TR","0800-0915","FORBES 2070A","Burke, R Paul","0","Closed",
"9218","BIOL 495","3","Sp Tpc: Applied Microbiology","4","","Lec","MWF","1100-1150","FORBES 2070D","Knies, J L.","0","Closed",
"8937","BIOL 495L","1","SP TPC: Community Ecology Lab","0","","Lab","W","1300-1650","FORBES 2051","Lattanzio, M","8","Open",
"9214","BIOL 495L","2","Sp Tpc: Marine Ecology Lab","0","","Lab","R","1330-1720","FORBES 2051","Burke, R Paul","0","Closed",
"9219","BIOL 495L","3","Sp Tpc Lab: Applied Microbiol","0","","Lab","R","1330-1720","FORBES 1015","Knies, J L.","0","Closed",
"9220","BIOL 495L","4","Sp Tpc Lab: Applied Microbiol","0","","Lab","F","1300-1650","FORBES 1015","Knies, J L.","0","Closed",
"9311","BIOL 496","1","PRT: Sustainable Agriculture","1 - 3","","Pra","","","ARR ","Ruane, L G.","0","Closed",
"9464","BIOL 496","10","PRT: Emergency Room Scribe","1 - 3","","Pra","","","ARR ","Brown, G Day","0","Closed",
"9470","BIOL 496","11","PRT: Gastro Endoscopy","1 - 3","","Pra","","","ARR ","Meyer, M ","0","Closed",
"9348","BIOL 496","2","PRT: Practicum-EMT","1 - 3","","Pra","","","ARR ","Meyer, M ","0","Closed",
"9349","BIOL 496","3","PRT: Sports Medicine Internshi","1 - 3","","Pra","","","ARR ","Meyer, M ","0","Closed",
"9358","BIOL 496","4","PRT: Oyster Aquaculture","1 - 3","","Pra","","","ARR ","Burke, R Paul","0","Closed",
"9359","BIOL 496","5","PRT: Sea Turtle Rehab Cntr","1 - 3","","Pra","","","ARR ","Meyer, M ","0","Closed",
"9378","BIOL 496","6","PRT: Husbandry Internship","1 - 3","","Pra","","","ARR ","Sherwin, R E","0","Closed",
"9392","BIOL 496","7","PRT: Verterinary Clinical Scie","1 - 3","","Pra","","","ARR ","Burke, R Paul","0","Closed",
"9435","BIOL 496","8","PRT: Occup Ther in Poquoson","1 - 3","","Pra","","","ARR ","Brown, G Day","0","Closed",
"9462","BIOL 496","9","PRT: Sports Medicine","1 - 3","","Pra","","","ARR ","Brown, G Day","0","Closed",
"9350","BIOL 499","1","Ind St:Mating Systems in Ferns","1 - 3","","Ind","","","ARR ","Steven, J","0","Closed",
"9357","BIOL 499","2","Ind St:Nat Selection in Fly Po","1 - 3","","Ind","","","ARR ","Steven, J","0","Closed",
"9364","BIOL 499","3","Ind St: Pop Ecology of Bats","1 - 3","","Ind","","","ARR ","Sherwin, R","0","Closed",
"9394","BIOL 499","4","Ind St:Spatial Distribution","1 - 3","","Ind","","","ARR ","Ruane, L G.","0","Closed",
"9466","BIOL 499","5","Ind St: Genetic Marker Identif","1 - 3","","Ind","","","ARR ","Steven, J ","0","Closed",
"9482","BIOL 499","6","Ind St: ENVS Applications GIS","3","","Ind","","","ARR ","Whiting, G","0","Closed",
"8329","BUSN 231","1","Applied Business Statistics","3","","Lec","MW","1800-1915","LUTR 105","Gibson, J A.","0","Closed",
"8330","BUSN 231","2","Applied Business Statistics","3","","Lec","MW","1930-2045","LUTR 105","Gibson, J A.","1","Open",
"8331","BUSN 231","3","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Sixbey, S K.","1","Open",
"8332","BUSN 231","4","Applied Business Statistics","3","","Lec","MWF","1000-1050","LUTR 123","Bazzani, P N.","0","Closed",
"8333","BUSN 231","5","Applied Business Statistics","3","","Lec","MWF","1200-1250","LUTR 123","Bazzani, P","0","Closed",
"9388","BUSN 231","6","Applied Business Statistics","3","","Lec","MWF","0900-0950","LUTR 105","Bazzani, P N.","0","Closed",
"8334","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","0800-0850","LUTR 347","Spranger, A","2","Open",
"8336","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","0900-0950","LUTR 347","Spranger, A","2","Open",
"8335","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","1000-1050","LUTR 269","McGreevy, P A","0","Closed",
"8337","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","0800-0850","LUTR 137","McGreevy, P A","1","Open",
"8338","BUSN 304","1","Operations Management","3","","Lec","MWF","0900-0950","LUTR 123","Walker, S A.","0","Closed",
"8339","BUSN 304","2","Operations Management","3","","Lec","TR","1630-1745","FORBES 3014","Riha, R J.","0","Closed",
"8340","BUSN 311","1","Marketing Management","3","","Lec","MWF","1200-1250","LUTR 264","McGreevy, P A","0","Closed",
"8341","BUSN 311","2","Marketing Management","3","","Lec","MWF","1300-1350","LUTR 269","Hettche, M","0","Closed",
"8342","BUSN 323","1","Corporate Finance","3","","Lec","TR","0800-0915","LUTR 123","Hall, T","0","Closed",
"8343","BUSN 323","2","Corporate Finance","3","","Lec","MW","1600-1715","LUTR 123","Qin, N ","0","Closed",
"8344","BUSN 351","1","Business Law I","3","","Lec","TR","1630-1745","LUTR 142","Bardwell, S ","1","Open",
"8345","BUSN 351","2","Business Law I","3","","Lec","TR","0930-1045","LUTR 264","Cohen, R ","5","Open",
"8346","BUSN 351","3","Business Law I","3","","Lec","TR","1100-1215","LUTR 264","Cohen, R ","1","Open",
"9389","BUSN 351","4","Business Law I","3","","Lec","TR","1630-1745","FORBES 3012","Edgar, F A.","0","Closed",
"8347","BUSN 370","1","Bus &amp; Acct Info Systems","3","","Lec","MW","1600-1715","LUTR 105","Lindquist, A N.","4","Open",
"8348","BUSN 370","2","Bus &amp; Acct Info Systems","3","","Lec","TR","1100-1215","LUTR 123","Lindquist, A","0","Closed",
"8349","BUSN 371","1","Management Information Systems","3","","Lec","MWF","1400-1450","LUTR 105","Shaltayev, D S.","1","Open",
"8350","BUSN 371","2","Management Information Systems","3","","Lec","TR","1500-1615","LUTR 123","Lindquist, A","0","Closed",
"9384","BUSN 371","3","Management Information Systems","3","","Lec","TR","1630-1745","LUTR 123","Lindquist, A N.","0","Closed",
"8351","BUSN 418","1","Strategic Management","3","","Lec","TR","1500-1615","FORBES 2090","McKee, L S.","3","Open",
"8352","BUSN 418","2","Strategic Management","3","","Lec","TR","1630-1745","FORBES 2090","Donaldson, W","0","Closed",
"8353","BUSN 418","3","Strategic Management","3","","Lec","TR","1330-1445","FORBES 2090","Donaldson, W M.","0","Closed",
"9386","BUSN 418","4","Strategic Management","3","","Lec","TR","1100-1215","LUTR 109","McKee, L S.","0","Closed",
"8356","BUSN 440","1","Small Business Institute","3","","Lec","TR","0800-0915","LUTR 264","Donaldson, W","4","Open",
"8354","BUSN 448","1","Enterprise Management","3","","Lec","MWF","1400-1450","FORBES 2090","Walker, S","2","Open",
"8355","BUSN 448","2","Enterprise Management","3","","Lec","MWF","1500-1550","FORBES 2090","Walker, S","2","Open",
"9213","BUSN 448","3","Enterprise Management","3","","Lec","MWF","1100-1150","LUTR 258","Walker, S A.","0","Closed",
"8357","BUSN 480","1","Internship in Business","3","","Int","","","ARR ","Donaldson, W M.","0","Closed",
"9422","BUSN 480","2","Internship in Business","3","","Int","","","ARR ","Spiller, L ","0","Closed",
"9424","BUSN 480","3","Internship in Business","3","","Int","","","ARR ","Morris, J","0","Closed",
"8358","BUSN 491","1","Brout Seminar","3","","Lec","TR","0930-1045","LUTR 105","Kim, D ","2","Open",
"9314","CELL 134","1","Applied Music: Cello","2","","Lab","","","ARR ","Greydanus, P","0","Closed",
"9315","CELL 334","1","Applied Music: Cello","2","","Lab","","","ARR ","Greydanus, P","0","Closed",
"8938","CHEM 104","1","Introductory Chemistry II","3","  AINW","Lec","MWF","1300-1350","FORBES 2070C","Shima, S ","18","Open",
"8958","CHEM 104L","1","Introductory Chemistry Lab II","1","  AINW","Lab","M","1800-2150","FORBES 3002","Jusino, A Nicole; Wygant, J J.","2","Open",
"8940","CHEM 121","1","General Chemistry I","3","  AINW","Lec","TR","1330-1445","FORBES 1022","Cole, K","4","Open",
"9417","CHEM 121","2","General Chemistry I","3","  AINW","Lec","TR","1630-1745","FORBES 1022","Harris, S M.","16","Open",
"8959","CHEM 121L","1","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Ciancio, E Jane","1","Open",
"9416","CHEM 121L","2","General Chemistry Lab I","1","  AINW","Lab","R","0830-1220","FORBES 3002","Das, S ","1","Open",
"8961","CHEM 121L","3","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3002","Wanigatunga, S ","0","Closed",
"8962","CHEM 121L","4","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Ciancio, E Jane","1","Open",
"9228","CHEM 122","1","General Chemistry II","3","  AINW","Lec","TR","1500-1615","MCM 114","Shima, S ","31","Open",
"9229","CHEM 122","2","General Chemistry II","3","  AINW","Lec","TR","0800-0915","FORBES 1022","Wolfgang, D E.","13","Open",
"9230","CHEM 122","3","General Chemistry II","3","  AINW","Lec","MWF","1000-1050","MCM 164","Quinlan, R Allen","1","Open",
"9231","CHEM 122","4","General Chemistry II","3","  AINW","Lec","MWF","1300-1350","FORBES 2070D","Harris, S M.","0","Closed",
