CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8042","HIST 390","2","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","",""," ","","0","Closed",
"8041","HIST 390","W1","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1330-1445","MCM 366","Duskin, E","3","Open",
"8043","HIST 390","W3","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1500-1615","MCM 366","Duskin, E","3","Open",
"8044","HIST 395","1","Sp Tpc: 19th Century Europe","3","","Lec","MWF","1300-1350","MCM 160","Mazzarella, M","20","Open",
"8045","HIST 395","2","Sp Tpc: Riots/Rebellions/Revol","3","","Lec","TR","1500-1615","MCM 310","Perry, M","13","Open",
"8046","HIST 395","3","Sp Tpc: Later Middle Ages","3","","Lec","MW","1600-1715","MCM 112","Cartwright, C","14","Open",
"8047","HIST 466","1","Society and Culture in China","3","","Lec","TR","1100-1215","MCM 364","Xu, X","0","Closed",
"8048","HIST 480","1","The US as a World Power","3","","Lec","MWF","1200-1250","MCM 366","Falk, A","0","Closed",
"8049","HIST 490","W1","WI: Senior Seminar","3","  WI","Lec","R","1800-2045","MCM 364","Puaca, L","0","Closed",
"8050","HIST 490","W2","WI: Senior Seminar","3","  WI","Lec","W","1800-2100","MCM 101","Santoro, A","0","Closed",
"8051","HIST 491","1","Practicum","3","","Int","M","1600-1845","FORBES 2070C","Shuck-Hall, S","0","Closed",
"9355","HIST 499","1","Ind St: Public History","1 - 3","","Ind","","","ARR ","Shuck-Hall, S","0","Closed",
"9356","HIST 499","2","Ind St: Archaelogy","1 - 3","","Ind","","","ARR ","Shuck-Hall, S","0","Closed",
"9477","HIST 499","3","Ind St: Effects of 7yr war","1 - 3","","Ind","","","ARR ","Hamilton, P","0","Closed",
"8052","HIST 510","1","The Amer Historian as Teacher","3","","Lec","M","1600-1845","MCM 364","Hamilton, P F.","4","Open",
"9147","HONR 010","1","First Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"9148","HONR 010","2","First Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"9149","HONR 010","3","First Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"9150","HONR 020","1","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, J","1","Open",
"9151","HONR 020","2","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, J","6","Open",
"9152","HONR 020","3","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, J","13","Open",
"9153","HONR 030","1","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"9154","HONR 030","2","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, J","3","Open",
"9155","HONR 030","3","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, J","16","Open",
"9156","HONR 040","1","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, J","1","Open",
"9157","HONR 040","2","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, J","27","Open",
"9158","HONR 040","3","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, J","31","Open",
"9159","HONR 300","1","The Evolution of Physics","3","  HON","Lec","TR","0930-1045","LUTR 131","Heddle, D","1","Open",
"9160","HONR 301","1","Stem Cells: Science &amp; Society","3","  HON","Lec","MWF","1000-1050","FORBES 2012","Meighan, C","0","Closed",
"9161","HONR 315","1","History &amp; Memory","3","  HON","Lec","TR","1330-1445","MCM 364","Xu, X ","0","Closed",
"9162","HONR 316","1","Religion and Ameri Public Life","3","  HON","Lec","TR","1100-1215","FORBES 2012","Steiner, M","0","Closed",
"9163","HONR 319","1","The Lotus Sutra","3","  HON","Lec","MWF","1100-1150","FERG 207","Thompson, J","0","Closed",
"9164","HONR 323","1","Civil Liberties in Wartime","3","  HON","Lec","TR","0930-1045","MCM 357","White, J W.","0","Closed",
"9165","HONR 324","1","The Films of Alfred Hitchcock","3","  HON","Lec","MWF","1500-1550","MCM 162","Padilla, M","2","Open",
"9166","HONR 329","1","Imagined &amp; Real Communities","3","  HON","Lec","TR","0930-1045","FERG 208","Mulryan, M","0","Closed",
"9168","HONR 345","1","Science on the Stage","3","  HON","Lec","TR","1630-1745","FERG 207","Gillman, D","1","Open",
"9247","HONR 346","1","Cosmic Visions","3","  HON","Lec","TR","1500-1615","FERG 201","Moran, E ","0","Closed",
"9169","HONR 350","1","Legal Voice","3","  HON","Lec","TR","1330-1445","LUTR 137","Bardwell, S","3","Open",
"9170","HONR 354","1","Computer Science &amp; Theology","3","  HON","Lec","TR","0800-0915","LUTR 323","Siochi, A ","4","Open",
"9321","HONR 355","1","Economics in Film","3","  HON","Lec","M","1800-2045","LUTR 137","Taylor, T K.","0","Closed",
"9171","HONR 363","1","The Human across Cultures","3","  HON","Lec","TR","1330-1445","LUTR 269","Jelinek, E","0","Closed",
"9227","HONR 364","1","International Development","3","  HON","Lec","TR","0930-1045","LUTR 157","Gautam, R S.","0","Closed",
"9172","HONR 381","1","Major-Related Indpdnt Study","0 - 3","  HON","Ind","",""," ","Paul, J","0","Closed",
"9173","HONR 382","1","HNRS: Civic Engagement","0 - 3","  HON","Lec","",""," ","Paul, J","9","Open",
"9175","HONR 382","2","HNRS: Civic Engagement","0 - 3","  HON","Lec","",""," ","Paul, J","30","Open",
"9176","HONR 383","1","HNRS: Study Abroad","0 - 3","  HON","Lec","",""," ","Paul, J","0","Closed",
"9178","HONR 484","1","Honors Portfolio","1","  HON","Ind","",""," ","Paul, J","0","Closed",
"9179","HONR 484","2","Honors Portfolio","1","  HON","Ind","",""," ","Paul, J","20","Open",
"9180","HONR 484","3","Honors Portfolio","1","  HON","Ind","",""," ","Paul, J","35","Open",
"9181","HONR 490","W1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1600-1715","TRIB 208","Paul, J","0","Closed",
"9182","HONR 490","W2","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1100-1215","MCM 200C","Timani, H","0","Closed",
"9183","HONR 490","W3","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1500-1615","MCM 262","Paul, J","0","Closed",
"9184","HONR 490","W4","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MWF","1400-1450","MCM 200B","Mulligan, R","1","Open",
"9479","IDST 199","1","Ind St:Botanical Children&#39;s Bo","0 - 3","","Ind","","","ARR ","Ruane, L","0","Closed",
"8423","IDST 210","1","Childhood Study: Hist, Lit, Ed","3","","Lec","TR","1100-1215","MCM 210","Shortsleeve, K","2","Open",
"8027","IDST 255","1","Intro to Women&#39;s &amp; Gender Stud","3","AIII","Lec","TR","1330-1445","MCM 257","Puaca, L","0","Closed",
"8264","IDST 470","1","Capstone Seminar in CESE","3","","Lec","TR","1500-1615","LUTR 142","Bardwell, S ","4","Open",
"8713","IDST 490","1","Senior Sem in Neuroscience","3","","Ind","M","1730-2015","FORBES 2070A","Lipatova, O ","0","Closed",
"9252","IDST 490","2","IDST Capstone Project","3","","Ind","","","ARR ","Kirkpatrick, A","0","Closed",
"9376","IDST 499","1","Ind St:HS thru Crim Perspectiv","3","","Ind","","","ARR ","Bardwell, S","0","Closed",
"9074","ITAL 102","1","Beginning Italian II","3","","Lec","MWF","0800-0850","FORBES 2090","Sorbera, V Carmela","6","Open",
"9075","ITAL 102","2","Beginning Italian II","3","","Lec","MWF","0900-0950","FORBES 2090","Sorbera, V Carmela","2","Open",
"9076","ITAL 202","1","Intermediate Italian II","3","  LLF","Lec","MWF","1100-1150","MCM 260","Sorbera, V","12","Open",
"9079","LATN 102","1","Beginning Latin II","3","","Lec","MWF","0900-0950","MCM 207","Padilla, M W.","4","Open",
"9080","LATN 102","2","Beginning Latin II","3","","Lec","MWF","1000-1050","MCM 112","Padilla, M W.","1","Open",
"9081","LATN 202","1","Intermediate Latin II","3","  LLF","Lec","MWF","1000-1050","MCM 366","Pollio, D","4","Open",
"9006","LDSP 240","1","Theories/Persp on Leadership","3","","Lec","TR","1330-1445","MCM 312","Waters, M","0","Closed",
"9015","LDSP 240","10","Theories/Persp on Leadership","3","","Lec","MWF","1000-1050","FORBES 2090","Heuvel, S M.","0","Closed",
"9016","LDSP 240","11","Theories/Persp on Leadership","3","","Lec","MWF","1200-1250","LUTR 347","Heuvel, S","0","Closed",
"9017","LDSP 240","12","Theories/Persp on Leadership","3","","Lec","TR","0800-0915","TRIB 208","Harter, N","0","Closed",
"9018","LDSP 240","13","Theories/Persp on Leadership","3","","Lec","TR","0930-1045","TRIB 208","Harter, N","2","Open",
"9019","LDSP 240","14","Theories/Persp on Leadership","3","","Lec","MWF","0800-0850","FORBES 3014","Cusher, B","7","Open",
"9020","LDSP 240","15","Theories/Persp on Leadership","3","","Lec","MWF","0900-0950","FORBES 3014","Cusher, B","0","Closed",
"9021","LDSP 240","16","Theories/Persp on Leadership","3","","Lec","MWF","1500-1550","MCM 114","Callahan, K ","5","Open",
"9022","LDSP 240","17","Theories/Persp on Leadership","3","","Lec","MWF","1000-1050","TRIB 208","Callahan, K","0","Closed",
"9199","LDSP 240","18","Theories/Persp on Leadership","3","","Lec","MWF","1100-1150","MCM 160","Cusher, B Edwin","0","Closed",
"9007","LDSP 240","2","Theories/Persp on Leadership","3","","Lec","TR","1500-1615","MCM 212","Waters, M","0","Closed",
"9008","LDSP 240","3","Theories/Persp on Leadership","3","","Lec","MW","1600-1715","FORBES 2070A","Throupe, L","5","Open",
"9009","LDSP 240","4","Theories/Persp on Leadership","3","","Lec","TR","0930-1045","FORBES 2070A","Throupe, L M.","1","Open",
"9010","LDSP 240","5","Theories/Persp on Leadership","3","","Lec","TR","1100-1215","FORBES 2070A","Shollen, S","0","Closed",
"9011","LDSP 240","6","Theories/Persp on Leadership","3","","Lec","TR","1330-1445","FORBES 2070E","Shollen, S","3","Open",
"9012","LDSP 240","7","Theories/Persp on Leadership","3","","Lec","TR","1500-1615","LUTR 170","Sheffield, R P.","0","Closed",
"9013","LDSP 240","8","Theories/Persp on Leadership","3","","Lec","W","1800-2100","FORBES 3014","Sheffield, R P.","0","Closed",
"9014","LDSP 240","9","Theories/Persp on Leadership","3","","Lec","TR","1800-1915","LUTR 170","Redekop, B","1","Open",
"9023","LDSP 330","1","Cross-Cultural Leadership","3","AIII","Lec","TR","0930-1045","LUTR 137","Tian, Q ","2","Open",
"9024","LDSP 330","2","Cross-Cultural Leadership","3","AIII","Lec","TR","1100-1215","LUTR 137","Tian, Q ","2","Open",
"9025","LDSP 359","1","The Mind of a Leader","3","","Lec","TR","1800-1915","MCM 210","Harter, N Warren","0","Closed",
"9026","LDSP 380","1","Women and Leadership","3","","Lec","TR","1630-1745","LUTR 137","Shollen, S","1","Open",
"9027","LDSP 384","1","Leading Change","3","","Lec","MWF","0900-0950","MCM 312","Hinz, J","0","Closed",
"9028","LDSP 384","2","Leading Change","3","","Lec","MWF","1000-1050","MCM 312","Hinz, J","0","Closed",
"9029","LDSP 386","1","Values Leadership","3","","Lec","TR","0930-1045","LUTR 139","Waters, M B.","1","Open",
"9038","LDSP 386","10","Values Leadership","3","","Lec","MW","1800-1915","FORBES 2070E","Farrand, S Andrew","2","Open",
"9030","LDSP 386","2","Values Leadership","3","","Lec","TR","1100-1215","FORBES 2070C","Throupe, L M.","0","Closed",
"9031","LDSP 386","3","Values Leadership","3","","Lec","TR","1500-1615","LUTR 137","Throupe, L","0","Closed",
"9033","LDSP 386","5","Values Leadership","3","","Lec","TR","1930-2045","LUTR 372","Sheffield, R","1","Open",
"9034","LDSP 386","6","Values Leadership","3","","Lec","TR","1800-1915","LUTR 372","Sheffield, R","0","Closed",
"9035","LDSP 386","7","Values Leadership","3","","Lec","MWF","1300-1350","MCM 210","Hinz, J","0","Closed",
"9036","LDSP 386","8","Values Leadership","3","","Lec","MWF","1400-1450","MCM 210","Hinz, J","0","Closed",
"9037","LDSP 386","9","Values Leadership","3","","Lec","W","1800-2100","LUTR 376","Waters, M","1","Open",
"9485","LDSP 399","1","Ind St: Community, Culture, LD","1 - 3","","Ind","","","ARR ","Harter, N","0","Closed",
"9040","LDSP 491","W1","WI: Leadership Internship Sem","3","  WI","Lec","TR","1800-1915","LUTR 111","Stone, S","0","Closed",
"9041","LDSP 491","W2","WI: Leadership Internship Sem","3","  WI","Lec","TR","1930-2045","LUTR 376","Stone, S","0","Closed",
"9042","LDSP 491","W3","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1400-1450","FORBES 2088","Heuvel, S","0","Closed",
"9043","LDSP 491","W4","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1500-1550","FORBES 2088","Heuvel, S","0","Closed",
"9044","LDSP 491","W5","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1200-1250","MCM 200B","Callahan, K","0","Closed",
"9045","LDSP 491","W6","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1300-1350","MCM 114","Callahan, K","0","Closed",
"8775","MATH 109","1","Thrthcl Fndtn of Elem Schl Mth","3","","Lec","TR","0930-1045","LUTR 242","Lenhart, S Talley","0","Closed",
"8776","MATH 109","2","Thrthcl Fndtn of Elem Schl Mth","3","","Lec","TR","1100-1215","LUTR 376","Lenhart, S Talley","1","Open",
"8777","MATH 109","3","Thrthcl Fndtn of Elem Schl Mth","3","","Lec","TR","1630-1745","LUTR 350","Mignogna, V","1","Open",
"8778","MATH 110","1","College Algebra","3","","Lec","MWF","0800-0850","LUTR 352","Hedlund, M L.","7","Open",
"8779","MATH 115","1","Contemporary Mathematics","3","  LLF","Lec","MWF","0900-0950","MCM 212","Przygocki, B","5","Open",
"8780","MATH 115","2","Contemporary Mathematics","3","  LLF","Lec","MWF","1000-1050","FORBES 2074","Carpenter, R","0","Closed",
"8781","MATH 115","3","Contemporary Mathematics","3","  LLF","Lec","MWF","1300-1350","LUTR 170","Wrayno, P","6","Open",
"8782","MATH 115","4","Contemporary Mathematics","3","  LLF","Lec","MWF","1500-1550","LUTR 170","Wrayno, P","17","Open",
"8784","MATH 115","6","Contemporary Mathematics","3","  LLF","Lec","TR","1500-1615","FORBES 2074","Carpenter, R","0","Closed",
"8785","MATH 115","7","Contemporary Mathematics","3","  LLF","Lec","TR","1630-1745","LUTR 347","Edradan, A","17","Open",
"8787","MATH 125","1","Elementary Statistics","3","  LLF","Lec","MWF","0800-0850","LUTR 372","Przygocki, B","5","Open",
"8796","MATH 125","10","Elementary Statistics","3","  LLF","Lec","TR","0800-0915","LUTR 372","Hedlund, M","1","Open",
"8797","MATH 125","11","Elementary Statistics","3","  LLF","Lec","TR","0930-1045","LUTR 372","Saghera, S","0","Closed",
"8798","MATH 125","12","Elementary Statistics","3","  LLF","Lec","TR","1330-1445","LUTR 376","Saghera, S","0","Closed",
"8799","MATH 125","13","Elementary Statistics","3","  LLF","Lec","TR","1500-1615","LUTR 376","Saghera, S","0","Closed",
"8800","MATH 125","14","Elementary Statistics","3","  LLF","Lec","TR","1630-1745","LUTR 376","Brucal Hallare, M","1","Open",
"8788","MATH 125","2","Elementary Statistics","3","  LLF","Lec","MWF","0900-0950","LUTR 372","Perry, J","0","Closed",
"8789","MATH 125","3","Elementary Statistics","3","  LLF","Lec","MWF","1000-1050","LUTR 372","Gourley, A","0","Closed",
"8790","MATH 125","4","Elementary Statistics","3","  LLF","Lec","MWF","1100-1150","LUTR 372","Gourley, A","0","Closed",
"8791","MATH 125","5","Elementary Statistics","3","  LLF","Lec","MWF","1200-1250","LUTR 372","Kelly, J P.","0","Closed",
"8792","MATH 125","6","Elementary Statistics","3","  LLF","Lec","MWF","1300-1350","LUTR 372","Kelly, J P.","0","Closed",
"8793","MATH 125","7","Elementary Statistics","3","  LLF","Lec","MWF","1400-1450","LUTR 372","Przygocki, B","0","Closed",
"8794","MATH 125","8","Elementary Statistics","3","  LLF","Lec","TR","1800-1915","FORBES 2070D","Brucal Hallare, M C","6","Open",
"8795","MATH 125","9","Elementary Statistics","3","  LLF","Lec","TR","1100-1215","LUTR 372","Bradie, B","0","Closed",
"8801","MATH 127","1","Elementary Cryptography","3","  LLF","Lec","MWF","1300-1350","LUTR 350","Perry, J A.","0","Closed",
"8802","MATH 128","1","Intro-Mathematical Programming","3","  LLF","Lec","MWF","1100-1150","LUTR 376","Carpenter, R","7","Open",
"8803","MATH 130","1","Precalculus","3","  LLF","Lec","MWF","0800-0850","LUTR 142","Chen, H ","0","Closed",
"8804","MATH 130","2","Precalculus","3","  LLF","Lec","MWF","1100-1150","LUTR 347","Hedlund, M L.","0","Closed",
"8805","MATH 130","3","Precalculus","3","  LLF","Lec","MWF","1200-1250","LUTR 170","Dobrescu, M","0","Closed",
"8806","MATH 130","4","Precalculus","3","  LLF","Lec","TR","0930-1045","FORBES 3014","Hedlund, M","0","Closed",
"8808","MATH 131","1","Math for the Life Sciences","3","  LLF","Lec","MWF","1200-1250","LUTR 376","Bradie, B","0","Closed",
"8809","MATH 135","1","Calculus for Busn/Social Sci","3","  LLF","Lec","MWF","1300-1350","LUTR 376","Gourley, A M.","0","Closed",
"8810","MATH 135","2","Calculus for Busn/Social Sci","3","  LLF","Lec","MWF","1500-1550","LUTR 376","Indika, S","0","Closed",
"8811","MATH 135","3","Calculus for Busn/Social Sci","3","  LLF","Lec","TR","0930-1045","FORBES 2090","Brucal Hallare, M","0","Closed",
"8812","MATH 135","4","Calculus for Busn/Social Sci","3","  LLF","Lec","MW","1600-1715","LUTR 376","Kelly, J P.","0","Closed",
"8813","MATH 135","5","Calculus for Busn/Social Sci","3","  LLF","Lec","TR","1630-1745","LUTR 372","Kidd, H K.","0","Closed",
"8814","MATH 140","1","Calculus and Analytic Geometry","4","  LLF","Lec","MTWRF","0800-0850","LUTR 269","Nailor, J","0","Closed",
"8815","MATH 140","2","Calculus and Analytic Geometry","4","  LLF","Lec","MTWRF","1100-1150","FORBES 3012","Perry, J","0","Closed",
"8816","MATH 140","3","Calculus and Analytic Geometry","4","  LLF","Lec","MWF; TR","1300-1350; 1330-1420","FORBES 3012; FORBES 3012","Martin, J","0","Closed",
"8817","MATH 140","4","Calculus and Analytic Geometry","4","  LLF","Lec","TR; MWF","1330-1420; 1400-1450","MCM 114; MCM 114","Nailor, J","0","Closed",
"8818","MATH 240","1","Intermediate Calculus","4","  LLF","Lec","MW; F","0900-1015; 0900-0950","MCM 216; MCM 216","Kelly, J S.","3","Open",
"8819","MATH 240","2","Intermediate Calculus","4","  LLF","Lec","MW; F","1100-1215; 1100-1150","LUTR 142; LUTR 142","Chen, H ","0","Closed",
"8820","MATH 240","3","Intermediate Calculus","4","  LLF","Lec","MW; F","1300-1415; 1300-1350","LUTR 352; LUTR 352","Dobrescu, M ","0","Closed",
"8821","MATH 240","4","Intermediate Calculus","4","  LLF","Lec","MW; F","1500-1615; 1500-1550","FORBES 3014; FORBES 3014","Samuels, C ","2","Open",
"8826","MATH 245","1","Proofs and Discrete Math","3","  AIIF  LLF","Lec","MWF","0900-0950","LUTR 121","Kelly, J P.","13","Open",
"8827","MATH 250","1","Multivariable Calculus","3","  LLF","Lec","MWF","0800-0850","LUTR 170","Carpenter, R ","10","Open",
"8828","MATH 260","1","Linear Algebra","3","  LLF","Lec","MWF","1000-1050","LUTR 376","Nailor, J","0","Closed",
"8829","MATH 301","W1","WI: Writing in Mathematics","1","  LLF  WI","Lec","M","1000-1050","LUTR 352","Kennedy, C","2","Open",
"9221","MATH 301","W2","WI: Writing in Mathematics","1","  LLF  WI","Lec","T","1100-1215","LUTR 350","Wrayno, P","0","Closed",
"8830","MATH 320","1","Ordinary Differentl Equations","3","  LLF","Lec","MWF","1200-1250","LUTR 269","Kelly, J S.","0","Closed",
"8831","MATH 345","1","Number Theory","3","  AIIF  LLF","Lec","MWF","1400-1450","LUTR 376","Samuels, C","11","Open",
"8832","MATH 350","1","Vector Calculus","3","  LLF","Lec","MWF","0900-0950","FORBES 3012","Chen, H","0","Closed",
"9461","MATH 399","1","Independent Study","1 - 3","","Ind","","","ARR ","Dobrescu, M","0","Closed",
"9468","MATH 399","2","Ind St: Operations Research","1 - 3","","Ind","","","ARR ","Carpenter, R","0","Closed",
"8834","MATH 435","1","Mathematical Statistics","3","  LLF","Lec","MWF","1100-1150","LUTR 352","Wrayno, P","11","Open",
"8835","MATH 440","1","Mathematical Modeling","3","  LLF","Lec","MWF","1000-1050","FORBES 2070A","Martin, J","7","Open",
"8836","MATH 451","1","Independent Learning Experienc","1","  LLF","Lec","T","0930-1045","LUTR 352","Bradie, B ","8","Open",
"8837","MATH 470","1","Modern Algebra II","3","","Lec","MWF","1200-1250","LUTR 352","Kennedy, C","18","Open",
"9372","MATH 499","1","Ind St:Part Diff Equations","1 - 3","  LLF","Ind","","","ARR ","Chen, H","0","Closed",
"9433","MATH 499","2","Ind St: Nonlinear Dynamics","1 - 3","  LLF","Ind","","","ARR ","Nailor, J M.","0","Closed",
"9449","MATH 538","1","Apprenticeship - Teaching Math","2","  LLF","Pra","","","ARR ","Lenhart, S Talley","0","Closed",
"8838","MATH 578","1","Elmntry Geomtry frm Adv Viewpt","3","  LLF","Lec","R","1800-2045","LUTR 350","Dobrescu, M","3","Open",
"8371","MGMT 310","1","Leadership in Business","3","","Lec","TR","0930-1045","LUTR 269","McMahon, J M.","0","Closed",
"8372","MGMT 310","2","Leadership in Business","3","","Lec","TR","1100-1215","LUTR 269","McMahon, J M.","0","Closed",
"8373","MGMT 310","3","Leadership in Business","3","","Lec","TR","1500-1615","LUTR 269","McMahon, J","0","Closed",
"9385","MGMT 310","4","Leadership in Business","3","","Lec","MWF","1500-1550","LUTR 139","Spranger, A N.","9","Open",
"8374","MGMT 355","1","Management Science","3","","Lec","MWF","1100-1150","LUTR 105","Shaltayev, D S.","1","Open",
"8375","MGMT 355","2","Management Science","3","","Lec","MWF","1000-1050","LUTR 105","Shaltayev, D","1","Open",
"8381","MGMT 454","1","Study Abroad in Management","3","","Lec","",""," ","","0","Closed",
"8376","MGMT 455","1","Leadership Assessment &amp; Devel","3","","Lec","MWF","1300-1350","LUTR 347","Spranger, A","0","Closed",
"8382","MGMT 480","1","Internship in Management","3","","Int","","","ARR ","Shaltayev, D S.","0","Closed",
"9425","MGMT 480","2","Internship in Management","3","","Int","","","ARR ","Donaldson, W M.","0","Closed",
"8378","MGMT 491","W1","WI: Senior Sem in Management","3","  WI","Lec","MWF","1100-1150","LUTR 131","Hasbrouck, R","8","Open",
"8379","MGMT 491","W2","WI: Senior Sem in Management","3","  WI","Lec","MWF","1000-1050","LUTR 131","Hasbrouck, R","0","Closed",
"8380","MGMT 491","W3","WI: Senior Sem in Management","3","  WI","Lec","MWF","1300-1350","LUTR 137","Hasbrouck, R","7","Open",
"9431","MGMT 499","2","Independent Study","1 - 3","","Ind","","","ARR ","Shaltayev, D S.","0","Closed",
"8384","MKTG 310","1","Interactive Marketing","3","","Lec","MWF","1400-1450","LUTR 347","Kim, D ","0","Closed",
"8385","MKTG 310","2","Interactive Marketing","3","","Lec","TR","0930-1045","LUTR 142","Spiller, L","0","Closed",
"8386","MKTG 330","1","Digital Marketing","3","","Lec","M","1800-2100","LUTR 123","Hettche, M Raymond","1","Open",
"8387","MKTG 330","2","Digital Marketing","3","","Lec","W","1830-2115","LUTR 123","Hettche, M Raymond","1","Open",
"9387","MKTG 330","3","Digital Marketing","3","","Lec","T","1800-2045","LUTR 123","Hettche, M Raymond","2","Open",
"8392","MKTG 454","1","Study Abroad in Marketing","3","","Lec","",""," ","","0","Closed",
"8388","MKTG 470","W1","WI: Interactive Mktg Strategy","3","  WI","Lec","TR","1100-1215","LUTR 142","Spiller, L","0","Closed",
"8389","MKTG 470","W2","WI: Interactive Mktg Strategy","3","  WI","Lec","TR","1330-1445","LUTR 142","Spiller, L","0","Closed",
"8390","MKTG 480","1","Internship in Marketing","3","","Int","","","ARR ","Hettche, M Raymond","0","Closed",
"9426","MKTG 480","2","Internship in Marketing","3","","Int","","","ARR ","Spiller, L ","0","Closed",
"9427","MKTG 480","3","Internship in Marketing","3","","Int","","","ARR ","Kim, D ","0","Closed",
"9405","MKTG 499","2","Ind St: Fear 2 Freedom","1 - 3","","Ind","","","ARR ","Spiller, L ","0","Closed",
"9406","MKTG 499","3","Ind St: Marketing Production","1 - 3","","Ind","","","ARR ","Hettche, M Raymond","0","Closed",
"9407","MKTG 499","4","Ind St: Personal Mktg and Bran","1 - 3","","Ind","","","ARR ","Spiller, L ","0","Closed",
"9211","MLAN 206","1","The Drama-English Translation","3","  AIWT","Lec","MWF","1000-1050","MCM 360","Deiulio, L C.","4","Open",
"9085","MLAN 308","1","Cross Cultural Awareness","3","  AIGM","Lec","MWF","0900-0950","FERG 201","Siewe Seuchie, P","12","Open",
"9086","MLAN 308","2","Cross Cultural Awareness","3","  AIGM","Lec","MWF","1000-1050","MCM 160","Siewe Seuchie, P","1","Open",
"9210","MLAN 308","3","Cross Cultural Awareness","3","  AIGM","Lec","MWF","1200-1250","MCM 210","Siewe Seuchie, P A.","0","Closed",
"9084","MLAN 310","1","Texts in Context","3","  AICE","Lec","MWF","1300-1350","MCM 360","Deiulio, L","0","Closed",
"9083","MLAN 395","1","SP TPC:Mid East Women in Lit","3","","Lec","MWF","1100-1150","MCM 200C","Obeid, D","12","Open",
"9082","MLAN 490","W1","WI: Capstone Crse-Modern Lang","3","  WI","Lec","MWF","1400-1450","MCM 260","Valdez, E","4","Open",
"8839","MLAN 511","1","Advanced Strategies in TESOL","3","","Lec","M","1700-1945","MCM 312","Grau, M","0","Closed",
"8190","MLSC 101","1","Leadership/Personal Developmen","2","","Lec","","","ARR ","Fee, S","0","Closed",
"8191","MLSC 102","1","Intro to Tactical Leadership","2","","Lec","TR","1100-1215","MCM 112","Fee, S","4","Open",
"8192","MLSC 102L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Fee, S","4","Open",
"8193","MLSC 202","1","Foundat of Tactical Leadership","2","","Lec","TR","1330-1445","MCM 162","Scherich, C","17","Open",
"8194","MLSC 202L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Scherich, C","17","Open",
"8195","MLSC 302","1","Ldshp in Changing Environments","3","","Lec","TR","0800-0915","ARR ","Aeillo, C","0","Closed",
"8196","MLSC 302","2","Ldshp in Changing Environments","3","","Lec","TR","1100-1215","MCM 162","Aeillo, C","15","Open",
"8197","MLSC 302L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Aeillo, C","15","Open",
"8198","MLSC 402","1","Leadership in a Complex World","3","","Lec","TR","1330-1445","MCM 160","Kimbrough, J","16","Open",
"8199","MLSC 402L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Kimbrough, J","16","Open",
"8478","MUSC 012","1","Performance Attendance","0","","Fie","","","ARR ","Reimer, M","23","Open",
"8479","MUSC 101","1","Wind Ensemble","1","  AICE","Lab","TR","1630-1800","FERG A100","Reimer, M ","5","Open",
"8480","MUSC 102","1","University Orchestra","1","  AICE","Lab","MW","1800-1950","FERG A100","Thompson, J","19","Open",
"8481","MUSC 103","1","Jazz Ensemble","1","  AICE","Lab","MWF","1300-1350","FERG A100","Rossum, K","1","Open",
"8482","MUSC 104","1","Chamber Ensemble","1","","Lab","","","ARR ","Lopez, J","4","Open",
"8483","MUSC 105","1","Chamber Choir","1","  AICE","Lab","MWF","1300-1450","FERG A183","Woodward, C","1","Open",
"8484","MUSC 106","1","Women&#39;s Chorus","1","  AICE","Lab","TR","0930-1045","FERG A100","Frook, S ","14","Open",
"8485","MUSC 108","1","Jazz Combo","1","","Lab","M","1930-2130","FERG A183","Sully, B","3","Open",
"9253","MUSC 108","2","Jazz Combo","1","","Lab","MWF","1400-1450","FERG A100","Rossum, K J.","4","Open",
"8487","MUSC 114","1","University Band","1","  AICE","Lab","MW","1600-1750","FERG A100","Lopez, J","68","Open",
